lad11cd,lad11nm,lsoa11,1991/92,1992/93,1993/94,1994/95,1995/96,1996/97,1997/98,1998/99,1999/00,2000/01,2001/02,2002/03,2003/04,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17
E09000008,Croydon,E01001022,22,13,15,15,11,14,15,9,13,18,14,9,9,17,9,12,9,10,6,13,8,13,10,7,16,14
E09000008,Croydon,E01001023,15,19,16,10,12,11,11,20,17,14,13,15,16,21,16,13,23,15,15,18,21,18,18,28,29,33
E09000008,Croydon,E01001024,18,17,17,20,20,21,18,18,19,16,14,15,12,12,22,13,19,9,13,20,12,10,15,20,19,17
E09000008,Croydon,E01001025,17,19,16,18,11,19,15,25,14,17,10,22,11,9,9,10,16,12,9,13,16,11,10,25,17,22
E09000008,Croydon,E01001026,16,19,23,26,20,33,27,22,23,22,18,27,17,25,18,22,20,20,21,26,23,25,20,28,29,32
E09000008,Croydon,E01001027,20,18,14,18,11,19,17,11,20,26,14,15,17,13,21,15,15,20,22,19,11,17,22,17,19,20
E09000008,Croydon,E01001028,10,7,5,10,12,8,15,10,9,11,5,8,6,6,8,9,11,7,9,19,11,4,9,11,9,10
E09000008,Croydon,E01001029,12,8,11,18,12,16,12,14,14,13,16,8,12,10,4,9,5,9,10,9,13,12,20,25,14,25
E09000008,Croydon,E01001030,10,15,10,13,9,17,7,9,12,21,9,11,15,12,7,11,16,14,6,15,9,14,10,13,13,13
E09000008,Croydon,E01001031,9,15,17,18,11,12,11,19,7,10,14,11,19,8,12,8,11,7,14,11,7,17,5,10,12,14
E09000008,Croydon,E01001032,6,6,14,7,7,11,10,9,4,10,4,8,7,7,8,12,7,6,8,11,13,12,6,16,13,13
E09000008,Croydon,E01001033,21,29,25,19,26,24,22,19,22,19,14,23,26,24,13,35,25,31,39,24,36,23,35,29,20,34
E09000008,Croydon,E01001034,12,20,23,21,15,13,20,21,11,22,20,15,18,22,16,25,21,13,31,25,26,23,27,24,24,28
E09000008,Croydon,E01001035,16,20,18,18,29,12,12,15,15,21,17,16,21,20,20,35,34,26,33,36,45,30,45,43,38,37
E09000008,Croydon,E01001036,11,4,10,8,11,15,14,10,11,12,8,17,12,12,16,11,17,17,8,21,9,12,10,17,12,22
E09000008,Croydon,E01001037,17,21,13,19,26,23,35,13,17,20,23,23,12,16,30,23,25,27,31,33,43,26,34,19,26,32
E09000008,Croydon,E01001038,23,25,19,20,10,19,32,11,24,24,23,17,20,27,11,26,22,32,27,27,42,33,42,27,33,44
E09000008,Croydon,E01001039,18,18,13,14,11,14,12,21,15,14,9,9,8,15,19,15,13,19,17,8,21,22,20,18,20,18
E09000008,Croydon,E01001040,23,30,28,26,21,25,23,24,22,17,22,26,23,21,32,35,34,34,35,34,57,32,32,23,30,40
E09000008,Croydon,E01001041,23,35,19,22,28,15,20,19,19,19,21,17,17,27,23,20,26,34,30,30,42,37,36,43,45,45
E09000008,Croydon,E01001042,17,16,13,19,29,29,23,33,25,17,25,21,21,29,37,33,36,30,37,45,32,54,35,45,41,55
E09000008,Croydon,E01001043,29,30,25,37,22,24,21,19,20,21,23,20,24,31,32,29,41,43,47,62,64,65,71,52,59,78
E09000008,Croydon,E01001044,14,17,16,14,12,14,17,20,15,16,9,18,23,14,14,24,15,19,28,18,29,22,27,28,23,35
E09000008,Croydon,E01001045,17,11,12,13,16,14,16,13,15,21,22,15,18,19,24,23,31,19,24,36,34,29,48,49,41,51
E09000008,Croydon,E01001046,18,16,16,17,24,8,8,15,13,16,16,11,17,17,18,27,22,23,21,24,29,30,33,35,41,37
E09000008,Croydon,E01001047,21,22,15,20,26,16,22,18,15,12,17,17,25,16,20,31,21,20,30,35,28,30,34,28,35,41
E09000008,Croydon,E01001048,25,18,21,21,12,26,18,30,22,17,22,17,30,19,30,22,34,36,32,52,42,59,54,70,60,87
E09000008,Croydon,E01001049,8,10,11,9,3,13,7,9,8,11,12,11,9,5,4,13,13,10,11,8,10,12,21,10,13,14
E09000008,Croydon,E01001050,8,13,9,17,17,13,8,10,14,11,13,11,12,8,13,20,22,16,22,23,30,28,26,28,21,34
E09000008,Croydon,E01001051,28,25,26,29,30,28,26,30,28,25,20,25,15,25,20,26,31,18,39,20,26,19,23,29,22,23
E09000008,Croydon,E01001052,19,30,25,21,17,24,24,25,17,23,24,22,26,30,21,22,22,24,24,20,23,19,25,27,15,19
E09000008,Croydon,E01001053,19,21,12,15,13,18,22,20,18,27,19,18,22,21,14,22,24,20,19,17,19,9,17,25,20,21
E09000008,Croydon,E01001054,27,28,25,28,23,22,28,31,27,19,20,17,25,16,21,30,18,24,20,23,30,28,22,20,32,28
E09000008,Croydon,E01001055,19,15,13,15,19,24,12,15,16,21,16,16,22,20,15,10,23,17,21,20,17,13,13,15,17,13
E09000008,Croydon,E01001056,47,48,35,45,39,42,50,40,42,35,36,40,34,50,35,40,61,34,34,47,38,37,32,33,23,29
E09000008,Croydon,E01001057,59,61,55,81,67,72,57,60,65,38,50,52,60,61,56,51,50,41,41,46,51,44,47,39,49,18
E09000008,Croydon,E01001058,22,25,21,20,18,20,21,15,19,13,13,20,14,15,17,13,24,12,18,17,15,21,15,8,15,21
E09000008,Croydon,E01001059,35,14,20,20,19,30,23,29,17,17,15,25,11,23,13,17,26,18,23,27,15,29,33,19,23,18
E09000008,Croydon,E01001060,30,32,24,22,17,25,24,29,19,22,21,21,24,19,23,26,18,18,21,22,20,23,20,25,28,25
E09000008,Croydon,E01001061,19,22,17,18,12,17,19,15,19,11,16,16,17,14,18,22,19,28,22,27,19,22,28,26,25,22
E09000008,Croydon,E01001062,10,5,11,9,7,8,7,12,13,10,16,15,12,9,9,11,15,2,9,9,12,13,7,16,6,7
E09000008,Croydon,E01001063,8,13,10,10,15,6,12,12,11,17,8,13,12,11,8,17,16,16,17,13,15,17,10,16,18,12
E09000008,Croydon,E01001064,6,16,11,12,16,12,10,19,14,9,11,19,15,14,18,11,6,8,8,11,10,13,9,9,7,18
E09000008,Croydon,E01001065,23,17,21,15,18,19,15,11,10,17,12,14,13,14,18,15,12,10,17,12,16,19,21,18,24,14
E09000008,Croydon,E01001066,19,25,20,14,15,20,13,22,13,22,28,9,19,23,26,24,27,14,14,13,19,21,14,26,18,19
E09000008,Croydon,E01001067,10,14,10,16,22,14,22,13,20,11,10,8,12,15,14,13,16,20,13,17,20,15,18,24,18,21
E09000008,Croydon,E01001068,21,31,20,26,26,15,22,23,12,25,26,22,25,21,14,20,21,17,21,27,23,20,22,25,24,28
E09000008,Croydon,E01001069,21,18,19,19,15,16,15,20,27,24,13,19,18,17,19,18,22,14,18,20,26,19,13,13,24,18
E09000008,Croydon,E01001070,19,16,17,26,23,16,23,21,19,18,10,17,25,17,22,19,14,15,13,18,23,25,27,19,32,22
E09000008,Croydon,E01001071,30,24,25,34,23,34,27,23,27,21,29,22,23,13,25,23,22,24,26,25,25,27,15,24,34,27
E09000008,Croydon,E01001072,10,9,18,9,14,13,9,20,10,10,13,8,13,5,11,11,15,8,15,11,7,4,9,11,11,13
E09000008,Croydon,E01001073,27,15,14,17,18,24,23,17,21,14,20,20,14,20,23,18,23,19,18,15,20,23,17,19,19,27
E09000008,Croydon,E01001074,28,24,23,15,17,23,20,17,14,22,20,16,22,19,20,24,42,29,23,38,44,33,26,37,39,29
E09000008,Croydon,E01001075,21,20,13,12,25,32,17,22,20,26,21,25,18,28,25,27,25,29,29,31,30,29,25,24,24,34
E09000008,Croydon,E01001076,27,22,22,23,20,16,18,23,28,18,13,11,22,17,23,22,28,24,31,33,32,22,26,26,32,30
E09000008,Croydon,E01001077,20,20,15,14,23,16,20,21,17,21,22,11,11,8,24,13,17,14,14,17,20,20,14,16,17,13
E09000008,Croydon,E01001078,29,24,36,25,24,25,23,25,14,32,21,20,26,22,26,23,32,19,17,23,17,25,23,16,23,23
E09000008,Croydon,E01001079,18,22,23,25,26,31,32,20,22,25,19,20,15,19,37,26,31,32,30,29,28,23,27,32,31,18
E09000008,Croydon,E01001080,47,47,42,37,40,28,34,32,32,34,28,31,29,31,23,36,26,30,29,29,20,27,27,28,27,24
E09000008,Croydon,E01001081,11,19,14,21,16,14,10,26,17,15,17,21,11,15,12,11,22,14,15,28,25,21,16,14,13,11
E09000008,Croydon,E01001082,36,35,26,30,32,23,30,25,15,19,18,24,16,25,17,17,29,23,29,18,23,32,17,20,27,31
E09000008,Croydon,E01001083,14,12,16,15,15,21,13,15,16,11,14,17,17,10,6,18,17,19,14,17,17,13,17,19,17,21
E09000008,Croydon,E01001084,9,14,12,11,21,16,15,15,18,18,14,16,13,11,15,23,14,19,23,18,14,30,15,14,12,15
E09000008,Croydon,E01001085,13,7,10,14,13,20,24,17,16,12,20,18,20,19,16,20,22,19,24,23,29,20,24,20,23,30
E09000008,Croydon,E01001086,21,12,15,18,18,24,18,10,14,19,21,8,17,21,16,20,20,22,13,20,18,20,18,26,24,36
E09000008,Croydon,E01001087,23,18,22,20,24,21,12,18,16,19,24,21,18,31,21,35,37,39,39,48,33,49,40,46,48,61
E09000008,Croydon,E01001088,30,22,23,19,23,29,24,31,13,26,17,27,24,22,23,24,31,25,21,23,20,33,25,21,22,23
E09000008,Croydon,E01001089,29,32,26,28,28,21,27,29,23,25,27,29,26,42,21,24,38,37,21,41,26,39,37,45,41,30
E09000008,Croydon,E01001090,22,26,18,23,16,24,28,31,31,21,26,37,36,38,38,37,34,30,35,45,42,49,45,31,45,37
E09000008,Croydon,E01001091,20,15,25,12,18,16,19,13,15,12,17,16,17,17,14,18,16,18,15,17,21,22,21,27,14,18
E09000008,Croydon,E01001092,6,8,10,10,11,14,13,7,16,17,10,15,14,16,10,12,9,17,11,21,15,9,25,29,15,23
E09000008,Croydon,E01001093,16,20,22,17,27,21,21,14,25,22,12,30,21,21,21,20,30,20,28,23,24,32,33,31,22,19
E09000008,Croydon,E01001094,12,12,13,12,7,10,8,7,10,12,9,8,6,8,12,9,3,10,8,13,12,7,9,10,12,9
E09000008,Croydon,E01001095,23,25,17,27,19,24,23,21,23,21,32,26,20,20,27,27,19,29,35,21,37,19,30,24,25,38
E09000008,Croydon,E01001096,16,16,10,16,15,8,9,18,12,15,15,21,7,9,12,11,13,14,15,15,13,14,15,15,12,14
E09000008,Croydon,E01001097,16,20,20,14,16,14,13,16,16,14,22,15,22,14,23,16,38,27,27,46,42,35,33,38,35,40
E09000008,Croydon,E01001098,14,13,11,17,12,10,11,14,17,12,12,16,17,11,22,11,11,13,18,24,14,12,13,11,11,13
E09000008,Croydon,E01001099,29,25,27,29,23,35,24,29,27,21,23,23,22,20,19,29,32,34,31,26,30,31,38,28,37,24
E09000008,Croydon,E01001100,11,17,15,19,22,25,23,17,20,20,14,23,21,20,19,25,21,14,21,22,27,20,17,23,20,22
E09000008,Croydon,E01001101,11,13,19,9,23,15,19,10,9,13,11,15,7,10,11,9,13,9,9,12,9,11,14,10,13,20
E09000008,Croydon,E01001102,6,14,9,7,6,8,10,11,7,9,8,9,9,8,11,8,5,8,15,8,12,10,6,15,9,11
E09000008,Croydon,E01001103,19,15,12,15,10,12,7,10,10,9,14,7,18,14,10,10,10,16,18,17,9,10,14,12,15,11
E09000008,Croydon,E01001104,21,18,23,24,21,25,30,16,23,15,28,15,15,13,19,6,18,14,14,21,14,19,22,17,14,18
E09000008,Croydon,E01001105,17,16,13,23,20,18,17,16,22,17,17,10,16,15,15,10,10,14,12,16,11,14,15,23,10,14
E09000008,Croydon,E01001106,20,22,19,8,11,14,10,16,15,12,16,19,12,17,17,17,14,9,15,8,21,14,12,15,10,17
E09000008,Croydon,E01001107,13,16,12,12,17,15,10,14,9,19,11,7,13,17,15,12,18,13,14,16,18,16,15,15,7,15
E09000008,Croydon,E01001108,11,12,10,17,21,18,12,19,12,11,20,10,13,13,15,21,21,13,17,20,13,19,21,14,7,17
E09000008,Croydon,E01001109,26,19,28,30,22,26,30,23,41,33,31,31,38,49,29,36,34,28,33,37,32,34,39,30,35,30
E09000008,Croydon,E01001110,12,23,24,23,33,32,21,28,23,26,23,25,44,30,36,38,44,46,22,28,29,37,36,52,47,34
E09000008,Croydon,E01001111,28,29,31,26,19,30,32,26,33,23,20,19,18,24,19,27,31,21,27,28,25,23,27,22,28,35
E09000008,Croydon,E01001112,35,27,25,18,20,19,31,21,25,30,26,32,31,44,28,26,30,36,37,28,46,25,29,33,44,33
E09000008,Croydon,E01001113,26,37,32,29,25,22,26,32,21,38,18,42,25,42,37,29,40,34,35,41,37,32,37,31,42,32
E09000008,Croydon,E01001114,32,32,27,33,19,26,26,22,28,31,26,25,22,20,20,35,42,26,38,33,37,22,25,38,19,20
E09000008,Croydon,E01001115,22,23,22,26,29,21,17,23,29,29,20,26,31,30,18,36,34,44,24,37,32,35,30,26,29,24
E09000008,Croydon,E01001116,33,35,21,28,28,26,24,23,20,17,18,28,25,37,31,31,29,31,25,29,32,39,30,24,20,32
E09000008,Croydon,E01001117,22,28,34,20,30,30,26,35,28,22,30,24,31,34,23,32,47,39,48,56,65,74,62,57,73,70
E09000008,Croydon,E01001118,28,28,23,29,27,32,29,29,33,15,34,25,29,36,30,36,42,29,33,44,35,39,33,30,43,42
E09000008,Croydon,E01001119,23,32,15,25,20,22,16,16,17,18,14,14,11,19,18,13,15,11,14,24,16,12,13,14,16,9
E09000008,Croydon,E01001120,22,17,17,15,8,19,16,18,15,16,21,12,14,17,11,12,13,21,12,15,9,20,15,12,16,14
E09000008,Croydon,E01001121,8,6,7,8,9,5,7,5,10,8,8,8,9,9,7,11,4,7,10,9,5,5,9,8,6,8
E09000008,Croydon,E01001122,13,13,17,14,16,9,9,12,15,21,11,8,8,9,9,10,11,7,5,12,9,11,12,8,15,10
E09000008,Croydon,E01001123,12,6,10,7,14,13,11,11,5,15,18,12,13,14,8,13,9,12,8,11,11,12,12,9,8,9
E09000008,Croydon,E01001124,10,10,11,15,20,7,13,13,6,7,6,14,8,7,10,14,6,7,5,9,11,11,7,8,14,7
E09000008,Croydon,E01001125,25,7,19,17,14,9,17,12,11,16,13,13,18,11,7,16,25,16,24,10,8,13,21,17,20,10
E09000008,Croydon,E01001126,23,17,27,30,13,27,10,20,13,20,16,20,18,14,15,15,15,12,8,21,14,12,11,20,23,16
E09000008,Croydon,E01001127,21,22,15,13,6,9,17,10,16,9,11,10,7,18,4,23,9,10,12,13,9,15,9,7,5,14
E09000008,Croydon,E01001128,31,32,26,38,35,23,40,34,38,31,16,38,25,31,30,31,36,21,23,26,41,26,24,30,25,21
E09000008,Croydon,E01001129,15,18,14,6,18,4,12,9,15,9,10,13,12,15,6,10,12,14,6,9,11,11,5,15,6,13
E09000008,Croydon,E01001130,43,39,38,50,38,52,37,46,40,36,35,37,40,37,49,45,32,32,39,45,37,40,35,24,29,20
E09000008,Croydon,E01001131,30,22,19,19,21,28,17,14,17,21,23,21,17,22,16,26,14,32,20,19,18,21,18,23,15,21
E09000008,Croydon,E01001132,11,7,10,10,9,6,12,10,11,6,6,6,10,4,10,10,8,11,10,8,7,15,10,15,15,15
E09000008,Croydon,E01001133,5,8,5,11,15,9,10,15,7,6,11,12,7,19,10,10,4,7,12,8,12,9,7,17,12,12
E09000008,Croydon,E01001134,24,24,26,20,27,23,33,25,22,20,13,29,19,24,19,19,13,20,9,20,24,24,13,21,17,19
E09000008,Croydon,E01001135,18,13,11,13,9,11,14,12,20,13,12,10,15,9,8,15,9,13,14,15,14,7,13,18,21,11
E09000008,Croydon,E01001136,23,31,26,17,27,27,25,23,33,30,32,29,32,37,33,37,36,27,34,34,37,41,43,29,48,44
E09000008,Croydon,E01001137,22,30,22,25,24,23,17,19,28,23,25,22,40,35,27,44,36,27,23,35,30,21,25,40,33,33
E09000008,Croydon,E01001138,27,26,29,29,27,29,20,24,21,23,13,20,17,30,26,20,24,29,35,30,31,34,29,35,22,25
E09000008,Croydon,E01001139,27,20,27,29,20,11,15,20,20,21,11,22,21,18,25,24,30,19,22,29,18,21,28,17,28,23
E09000008,Croydon,E01001140,27,27,33,21,26,34,25,15,22,23,26,15,29,30,29,47,35,33,28,34,27,37,27,34,29,32
E09000008,Croydon,E01001141,15,17,14,15,16,29,16,14,18,22,13,19,27,23,13,22,18,17,29,26,18,20,31,32,16,16
E09000008,Croydon,E01001142,15,19,20,20,23,18,22,33,22,17,13,14,18,19,19,13,14,11,21,17,21,19,29,26,22,29
E09000008,Croydon,E01001143,23,30,25,29,24,27,26,28,30,24,21,25,20,28,23,22,33,35,25,34,28,43,31,43,32,26
E09000008,Croydon,E01001144,30,32,38,48,21,36,33,24,29,29,30,25,43,45,37,36,45,34,29,28,27,38,32,29,26,20
E09000008,Croydon,E01001145,57,48,37,41,40,25,41,50,42,34,37,47,41,53,36,31,44,36,30,31,48,50,39,40,38,54
E09000008,Croydon,E01001146,33,27,30,28,28,15,25,29,21,32,15,27,24,23,19,19,21,21,22,29,21,23,19,14,30,12
E09000008,Croydon,E01001147,14,16,21,19,16,18,32,16,35,21,32,30,23,21,24,21,39,29,35,32,29,27,23,28,30,30
E09000008,Croydon,E01001148,33,37,30,29,24,35,32,25,21,19,29,27,30,36,28,34,31,29,18,30,33,32,27,33,20,25
E09000008,Croydon,E01001149,27,29,27,26,30,32,29,28,31,29,31,19,26,29,33,21,31,31,26,28,30,24,20,7,20,28
E09000008,Croydon,E01001150,37,27,30,29,29,32,32,29,22,27,24,34,29,21,18,24,27,32,18,41,25,30,38,26,26,35
E09000008,Croydon,E01001151,18,30,30,25,25,19,24,24,27,20,28,26,29,26,26,22,31,30,26,26,37,34,41,40,34,41
E09000008,Croydon,E01001152,23,25,24,24,28,23,29,27,28,31,35,31,30,30,31,41,32,37,38,35,48,40,42,37,39,40
E09000008,Croydon,E01001153,24,26,24,32,28,25,22,21,19,15,27,24,18,18,19,25,21,30,25,32,27,27,17,21,23,13
E09000008,Croydon,E01001154,26,24,26,25,20,26,25,29,28,31,33,49,32,34,40,34,32,37,32,38,38,31,24,27,29,25
E09000008,Croydon,E01001155,18,25,18,14,24,21,23,14,26,27,21,21,25,27,26,27,24,24,17,29,29,25,36,34,34,31
E09000008,Croydon,E01001156,31,19,20,20,24,21,19,26,24,19,18,28,25,27,16,27,23,25,30,25,22,20,20,25,35,21
E09000008,Croydon,E01001157,15,20,16,16,22,18,17,14,22,15,18,16,20,11,21,25,25,27,35,17,22,37,19,22,25,34
E09000008,Croydon,E01001158,17,16,30,23,13,21,22,23,24,19,16,15,25,28,28,25,26,25,29,18,27,22,24,29,23,25
E09000008,Croydon,E01001159,17,19,14,22,22,19,23,20,16,23,15,18,30,17,25,20,21,17,32,37,24,34,33,22,27,28
E09000008,Croydon,E01001160,15,16,18,13,19,13,12,16,14,16,15,14,15,16,13,22,19,19,29,30,19,25,25,30,36,29
E09000008,Croydon,E01001161,23,23,16,25,19,38,32,30,27,44,27,27,30,24,31,33,36,29,25,23,27,15,28,25,26,23
E09000008,Croydon,E01001162,39,25,36,39,33,21,29,28,29,22,27,25,27,30,30,36,32,25,29,34,30,33,24,24,30,21
E09000008,Croydon,E01001163,20,31,24,23,41,32,21,18,24,25,22,18,27,39,23,26,33,34,31,31,32,24,30,36,41,27
E09000008,Croydon,E01001164,32,31,29,25,26,27,30,27,26,36,24,28,33,33,37,30,34,28,44,40,45,38,42,44,44,39
E09000008,Croydon,E01001165,25,18,13,19,20,18,19,18,18,25,16,19,20,21,20,26,24,28,21,24,28,29,23,37,27,30
E09000008,Croydon,E01001166,33,31,38,41,34,33,21,31,27,24,27,34,25,38,36,28,40,38,35,37,41,37,49,39,39,36
E09000008,Croydon,E01001167,32,31,21,26,21,19,25,25,22,24,18,25,33,31,40,32,37,33,27,30,39,38,35,36,43,33
E09000008,Croydon,E01001168,25,30,27,23,19,25,18,25,24,19,24,15,20,16,19,26,34,28,39,29,31,23,29,28,43,35
E09000008,Croydon,E01001169,33,30,21,16,29,26,27,18,24,21,30,26,24,13,20,20,21,27,26,26,31,30,27,19,18,33
E09000008,Croydon,E01001170,25,27,22,28,30,31,26,27,31,16,31,18,31,24,22,38,22,31,36,35,34,50,53,39,33,29
E09000008,Croydon,E01001171,18,21,22,30,23,24,19,28,20,16,35,17,21,30,19,32,16,26,17,20,26,27,26,20,24,30
E09000008,Croydon,E01001172,24,26,20,20,27,26,27,21,23,36,24,25,28,16,34,19,26,37,34,25,34,25,42,36,34,32
E09000008,Croydon,E01001173,14,14,13,10,16,14,17,24,21,15,17,26,32,14,23,36,33,34,47,40,46,43,38,40,49,48
E09000008,Croydon,E01001174,24,24,17,20,23,20,13,14,23,30,16,25,21,18,22,22,32,27,15,23,29,21,19,21,26,11
E09000008,Croydon,E01001175,17,20,26,26,20,23,24,31,33,18,29,27,23,26,24,25,27,36,33,21,40,38,21,19,32,32
E09000008,Croydon,E01001176,31,20,28,21,30,25,32,21,24,16,23,28,24,22,19,35,37,26,38,27,44,37,37,33,36,25
E09000008,Croydon,E01001177,23,29,24,28,18,30,34,18,29,25,22,21,25,22,17,28,19,32,27,32,23,30,27,14,23,19
E09000008,Croydon,E01001178,28,27,31,23,23,20,26,24,27,34,35,69,43,64,67,52,44,50,31,42,53,45,54,57,53,41
E09000008,Croydon,E01001179,31,24,30,19,30,26,29,19,25,21,20,19,33,19,29,31,29,16,28,21,28,21,21,18,16,22
E09000008,Croydon,E01001180,31,27,40,31,28,32,27,35,26,22,33,27,23,36,31,31,43,44,39,41,34,28,29,33,42,26
E09000008,Croydon,E01001181,32,27,27,24,27,27,26,19,32,15,23,23,34,30,31,25,31,33,27,33,40,35,42,52,61,61
E09000008,Croydon,E01001182,12,12,25,23,16,25,9,16,16,21,18,11,15,19,14,19,22,27,20,22,20,15,21,24,14,25
E09000008,Croydon,E01001183,27,16,22,22,15,22,20,23,20,14,15,19,28,23,23,25,28,34,31,26,33,39,33,32,40,42
E09000008,Croydon,E01001184,13,16,13,24,19,15,17,20,13,9,13,13,8,18,7,20,24,17,27,18,15,13,18,13,20,14
E09000008,Croydon,E01001185,40,31,40,25,23,32,23,30,22,23,19,27,30,23,21,33,23,22,35,31,34,26,24,36,30,21
E09000008,Croydon,E01001186,36,19,29,29,25,19,12,32,20,32,19,20,24,28,33,31,37,22,34,34,32,32,43,26,34,29
E09000008,Croydon,E01001187,49,41,52,23,33,26,37,34,22,29,22,30,32,28,35,33,32,23,30,29,29,34,35,28,42,40
E09000008,Croydon,E01001188,28,28,43,34,33,28,37,41,34,29,27,29,23,29,39,34,41,43,31,38,48,30,37,30,40,30
E09000008,Croydon,E01001189,24,21,22,20,11,22,13,23,14,26,15,21,16,23,17,18,15,23,13,14,20,15,19,8,18,19
E09000008,Croydon,E01001190,29,33,35,32,30,25,28,24,33,31,24,26,28,28,24,35,34,19,29,34,26,24,14,19,33,25
E09000008,Croydon,E01001191,31,25,31,35,22,19,26,23,26,27,22,18,26,31,26,28,31,36,32,29,42,35,45,37,42,48
E09000008,Croydon,E01001192,25,29,30,31,27,37,21,29,26,25,22,15,26,33,29,27,29,36,30,34,35,48,42,30,31,25
E09000008,Croydon,E01001193,4,13,10,21,38,50,40,50,34,35,28,28,39,22,25,24,23,27,20,31,22,17,21,13,20,16
E09000008,Croydon,E01001194,28,36,36,27,25,26,26,24,22,23,19,27,31,39,25,22,25,35,26,17,25,27,32,25,27,30
E09000008,Croydon,E01032569,33,36,16,38,31,40,31,29,27,28,27,18,31,30,29,29,23,29,35,23,43,37,31,38,18,37
E09000009,Ealing,E01001195,27,21,21,20,14,18,17,15,20,15,22,12,22,13,14,22,19,26,27,30,17,28,26,21,20,25
E09000009,Ealing,E01001196,21,36,29,20,26,33,31,29,28,28,23,25,21,13,27,28,28,29,27,32,25,17,24,25,35,20
E09000009,Ealing,E01001197,22,18,25,10,25,17,17,15,23,13,15,11,20,23,15,18,18,13,27,26,22,18,21,21,20,17
E09000009,Ealing,E01001198,16,19,25,17,28,27,18,22,17,22,15,19,14,25,19,19,16,18,29,23,23,22,17,10,22,24
E09000009,Ealing,E01001199,32,31,28,22,15,28,23,26,14,21,21,20,29,28,27,31,28,54,30,35,31,30,29,21,24,32
E09000009,Ealing,E01001200,18,25,29,15,24,25,32,24,18,19,30,20,21,19,13,23,29,21,28,34,25,29,26,31,37,19
E09000009,Ealing,E01001201,26,22,23,31,26,28,27,19,20,24,32,28,22,18,21,18,25,24,27,21,24,22,17,27,19,26
E09000009,Ealing,E01001202,34,21,34,26,22,26,30,25,24,28,20,36,21,32,32,31,46,44,30,32,46,47,41,40,37,35
E09000009,Ealing,E01001203,35,23,27,21,28,27,31,21,26,24,13,16,21,20,24,28,34,44,25,44,30,29,27,23,30,23
E09000009,Ealing,E01001204,30,22,22,14,20,22,20,17,28,11,19,24,12,18,21,20,16,22,16,19,17,22,20,15,13,13
E09000009,Ealing,E01001205,23,31,32,29,25,41,26,31,26,29,21,25,32,27,26,31,36,28,30,34,39,26,37,17,28,31
E09000009,Ealing,E01001206,34,36,40,32,29,41,38,34,37,44,26,48,32,40,38,43,46,34,41,33,40,30,16,27,21,29
E09000009,Ealing,E01001207,28,29,20,26,21,28,22,21,16,17,23,14,12,20,22,29,24,29,32,23,31,15,21,19,19,26
E09000009,Ealing,E01001208,23,19,24,21,17,16,20,18,20,14,17,12,14,9,16,20,13,23,18,18,16,18,20,13,11,14
E09000009,Ealing,E01001209,21,32,22,30,28,23,31,22,18,29,19,18,17,24,36,19,27,19,24,27,23,27,15,22,18,19
E09000009,Ealing,E01001210,22,23,26,21,21,25,23,22,23,26,37,26,28,26,23,28,23,31,31,24,25,24,22,25,26,31
E09000009,Ealing,E01001211,18,19,18,16,18,13,18,19,19,13,13,14,19,12,23,25,22,23,16,19,22,18,20,27,10,15
E09000009,Ealing,E01001212,16,12,14,13,10,16,11,7,18,14,6,7,21,13,10,14,11,24,23,13,11,16,17,21,14,24
E09000009,Ealing,E01001213,24,17,26,17,24,14,18,20,27,23,27,27,25,29,29,26,25,32,28,30,35,22,31,29,29,31
E09000009,Ealing,E01001214,18,16,31,18,19,23,20,20,14,18,10,26,21,24,23,16,26,27,22,34,24,27,23,34,26,23
E09000009,Ealing,E01001215,29,34,26,20,29,20,28,17,29,36,28,23,32,32,42,30,22,41,34,21,33,35,42,27,43,34
E09000009,Ealing,E01001216,21,29,32,26,22,20,23,31,24,22,25,24,20,22,28,15,27,30,26,35,32,37,36,21,29,21
E09000009,Ealing,E01001217,16,19,21,21,17,10,15,18,20,17,18,20,12,16,21,14,15,18,23,22,16,7,21,14,21,14
E09000009,Ealing,E01001218,47,32,39,26,40,30,26,30,29,16,21,27,22,34,27,30,30,32,30,42,31,41,26,30,23,22
E09000009,Ealing,E01001219,41,34,29,40,36,34,42,37,28,34,39,28,41,47,50,42,41,39,40,30,30,37,37,33,33,31
E09000009,Ealing,E01001220,58,54,38,39,51,36,35,36,38,27,39,41,27,33,30,34,22,29,26,28,28,18,25,21,21,21
E09000009,Ealing,E01001221,19,19,19,22,21,12,13,24,15,16,25,13,17,13,13,21,24,22,20,27,20,24,34,20,24,46
E09000009,Ealing,E01001222,21,15,14,22,21,16,10,17,17,27,15,13,20,17,24,18,18,32,29,49,44,39,35,50,41,44
E09000009,Ealing,E01001223,6,14,18,14,18,17,12,18,13,6,22,12,16,8,21,13,16,24,19,21,15,25,14,22,12,19
E09000009,Ealing,E01001224,23,27,26,25,19,12,14,25,21,9,17,12,19,24,8,27,14,18,13,19,12,11,12,8,17,15
E09000009,Ealing,E01001225,17,21,20,15,12,19,15,12,18,19,21,24,17,26,21,12,20,18,28,24,22,21,30,20,18,18
E09000009,Ealing,E01001226,8,8,15,13,12,10,23,15,17,17,11,16,11,18,18,16,14,16,11,20,19,17,19,18,24,9
