lad11cd,lad11nm,lsoa11,1991/92,1992/93,1993/94,1994/95,1995/96,1996/97,1997/98,1998/99,1999/00,2000/01,2001/02,2002/03,2003/04,2004/05,2005/06,2006/07,2007/08,2008/09,2009/10,2010/11,2011/12,2012/13,2013/14,2014/15,2015/16,2016/17
E09000001,City of London,E01000001,6,6,6,9,8,8,4,10,11,12,10,12,10,10,17,16,19,12,12,15,7,7,15,12,12,15
E09000001,City of London,E01000002,4,8,5,10,6,12,10,8,7,9,9,10,10,17,10,10,7,6,16,13,8,12,12,11,6,8
E09000001,City of London,E01000003,7,10,4,18,11,7,9,6,10,11,10,7,12,11,12,14,8,11,16,17,14,19,9,10,14,16
E09000001,City of London,E01000005,14,10,10,13,13,19,14,17,10,9,8,15,12,11,15,6,10,5,12,15,11,12,16,11,12,9
E09000001,City of London,E01032739,9,2,10,4,7,4,4,5,4,9,8,9,9,9,10,7,4,9,6,11,6,13,11,11,6,14
E09000001,City of London,E01032740,3,3,4,4,1,2,5,2,7,3,9,9,9,5,5,5,6,11,14,8,10,8,5,7,8,6
E09000002,Barking and Dagenham,E01000006,15,12,16,13,14,13,11,19,27,21,22,27,22,31,36,29,24,37,29,31,42,24,46,33,38,45
E09000002,Barking and Dagenham,E01000007,35,29,34,23,20,22,24,35,29,47,35,37,29,41,28,39,42,33,55,50,43,39,46,72,85,89
E09000002,Barking and Dagenham,E01000008,53,52,51,32,32,32,24,34,38,28,35,34,46,35,39,47,29,35,28,46,35,38,43,32,44,31
E09000002,Barking and Dagenham,E01000009,25,16,13,15,22,17,21,21,27,20,26,31,26,33,42,36,40,40,38,37,51,39,45,40,41,36
E09000002,Barking and Dagenham,E01000010,29,27,32,26,26,33,28,29,47,39,27,30,26,49,33,40,50,55,63,83,82,84,86,92,82,86
E09000002,Barking and Dagenham,E01000011,28,21,37,17,22,17,28,22,29,20,25,35,29,26,29,31,31,47,30,41,33,35,42,45,35,34
E09000002,Barking and Dagenham,E01000012,33,27,34,22,30,36,39,39,28,40,42,49,27,62,47,50,62,80,66,67,66,72,67,52,67,62
E09000002,Barking and Dagenham,E01000013,20,22,14,24,10,21,9,18,17,15,13,11,27,21,25,20,20,32,33,30,27,28,30,23,30,32
E09000002,Barking and Dagenham,E01000014,17,21,15,21,15,19,25,18,9,21,24,16,26,30,35,38,34,26,30,40,25,26,29,29,32,22
E09000002,Barking and Dagenham,E01000015,16,17,15,13,13,23,14,14,14,18,15,25,20,27,29,45,66,60,66,66,46,54,55,48,47,44
E09000002,Barking and Dagenham,E01000016,21,25,15,22,18,10,18,21,26,21,20,26,20,23,26,11,30,33,22,29,29,32,25,31,30,26
E09000002,Barking and Dagenham,E01000017,27,22,23,15,20,19,18,20,19,18,20,16,17,15,26,24,35,36,33,35,37,33,38,24,27,35
E09000002,Barking and Dagenham,E01000018,19,13,29,22,17,19,23,21,12,28,10,22,30,24,35,27,28,25,25,31,39,28,31,26,28,31
E09000002,Barking and Dagenham,E01000019,23,16,33,21,22,9,24,21,17,16,14,13,14,23,20,30,26,29,26,24,25,24,27,30,33,24
E09000002,Barking and Dagenham,E01000020,23,23,24,24,15,21,22,17,17,29,20,21,26,27,25,28,34,31,31,29,30,34,35,22,29,32
E09000002,Barking and Dagenham,E01000021,28,30,28,26,32,33,33,31,19,25,21,29,26,21,23,31,24,31,43,26,31,35,28,24,34,20
E09000002,Barking and Dagenham,E01000022,30,18,16,14,13,16,18,22,14,16,13,14,25,23,23,32,26,24,24,35,27,25,21,31,31,24
E09000002,Barking and Dagenham,E01000023,10,7,12,14,18,12,13,8,10,13,10,15,16,12,21,16,24,21,28,34,50,75,58,94,106,120
E09000002,Barking and Dagenham,E01000024,18,17,12,20,18,17,14,12,12,7,16,10,12,17,21,23,26,27,15,26,20,24,28,24,31,23
E09000002,Barking and Dagenham,E01000025,15,13,21,13,8,21,21,18,25,20,21,23,25,21,21,26,25,41,28,20,31,31,24,38,29,22
E09000002,Barking and Dagenham,E01000027,10,14,16,27,26,27,23,20,29,19,20,23,24,20,19,25,27,25,29,22,29,27,25,27,39,38
E09000002,Barking and Dagenham,E01000028,18,35,29,25,23,34,29,20,21,21,24,24,25,21,27,19,32,34,24,38,30,26,29,32,27,22
E09000002,Barking and Dagenham,E01000029,20,17,15,15,19,12,12,16,9,13,20,10,16,19,16,13,19,23,11,18,22,14,18,20,21,20
E09000002,Barking and Dagenham,E01000030,37,45,37,35,35,36,33,26,41,21,41,43,42,43,36,38,47,48,50,55,41,43,46,40,48,56
E09000002,Barking and Dagenham,E01000031,21,22,14,19,19,16,19,15,15,11,16,11,15,13,18,13,19,25,18,19,16,24,26,28,26,25
E09000002,Barking and Dagenham,E01000032,27,21,19,25,19,15,13,21,18,15,25,18,21,14,27,21,32,27,28,34,26,29,17,25,28,33
E09000002,Barking and Dagenham,E01000033,16,20,24,23,15,24,26,15,13,30,27,21,26,30,28,32,27,34,25,22,26,32,32,23,26,27
E09000002,Barking and Dagenham,E01000034,8,11,11,9,18,12,14,11,11,13,16,15,19,14,16,13,13,24,13,16,26,20,18,21,23,26
E09000002,Barking and Dagenham,E01000035,23,19,25,14,18,15,16,14,13,20,14,15,12,22,17,22,16,24,28,24,24,23,26,24,29,22
E09000002,Barking and Dagenham,E01000036,35,24,17,31,11,21,19,15,11,13,12,17,16,14,19,14,23,29,20,27,20,23,16,22,17,30
E09000002,Barking and Dagenham,E01000037,18,24,23,17,10,13,17,10,25,14,20,7,17,16,15,21,15,21,17,14,16,20,20,11,22,22
E09000002,Barking and Dagenham,E01000038,18,17,16,21,18,21,21,13,11,22,15,9,15,10,15,17,16,11,21,14,18,15,26,22,27,28
E09000002,Barking and Dagenham,E01000039,10,14,16,16,13,13,17,18,16,21,27,23,17,25,26,22,21,28,27,22,28,27,29,22,36,22
E09000002,Barking and Dagenham,E01000040,20,16,21,15,19,13,18,22,18,16,18,23,20,29,22,28,25,37,32,27,30,34,26,38,34,30
E09000002,Barking and Dagenham,E01000041,16,22,23,18,21,25,19,22,18,22,19,16,29,28,23,28,39,33,31,20,32,35,30,29,31,23
E09000002,Barking and Dagenham,E01000042,16,13,13,11,9,6,18,15,14,25,18,14,24,22,29,47,49,28,26,42,46,35,45,40,43,32
E09000002,Barking and Dagenham,E01000043,12,7,5,9,6,4,14,13,13,9,9,12,13,16,17,14,19,19,31,29,14,21,23,19,25,25
E09000002,Barking and Dagenham,E01000044,33,38,22,24,29,29,31,23,34,30,26,32,31,31,15,40,28,35,35,33,38,51,32,33,33,41
E09000002,Barking and Dagenham,E01000045,19,17,29,22,21,22,20,23,17,22,21,18,17,25,38,30,35,41,36,28,31,38,26,30,32,35
E09000002,Barking and Dagenham,E01000046,17,15,18,17,20,19,23,5,17,21,16,25,19,35,24,35,27,35,31,41,34,31,23,38,44,32
E09000002,Barking and Dagenham,E01000048,69,59,52,48,38,42,43,34,47,54,42,45,54,51,60,35,60,65,61,46,47,46,37,48,42,31
E09000002,Barking and Dagenham,E01000049,40,51,50,40,43,34,33,49,34,33,42,38,51,44,41,41,45,49,57,51,49,41,47,54,37,33
E09000002,Barking and Dagenham,E01000050,21,25,20,18,15,26,19,15,10,16,23,18,16,19,32,30,28,34,26,28,41,48,32,24,37,29
E09000002,Barking and Dagenham,E01000051,65,55,72,40,61,43,41,51,52,54,52,42,44,42,53,61,48,48,51,41,51,35,33,16,16,14
E09000002,Barking and Dagenham,E01000052,36,27,30,33,33,22,26,22,21,20,28,21,34,35,33,42,35,41,41,42,53,36,40,40,35,47
E09000002,Barking and Dagenham,E01000053,22,28,36,34,18,23,34,29,21,32,27,31,22,30,34,42,32,26,38,27,33,33,39,40,24,30
E09000002,Barking and Dagenham,E01000054,12,27,17,14,32,21,26,19,16,16,16,17,26,20,14,29,23,22,27,31,24,43,27,37,32,29
E09000002,Barking and Dagenham,E01000055,20,10,15,18,22,29,8,22,18,17,16,20,14,12,30,21,29,25,31,28,26,28,22,30,36,32
E09000002,Barking and Dagenham,E01000056,11,15,25,18,9,14,21,21,20,19,26,21,22,27,25,34,29,26,33,36,27,23,30,23,31,21
E09000002,Barking and Dagenham,E01000057,19,9,17,12,13,19,19,14,24,14,18,11,8,18,19,22,32,21,34,34,32,24,34,22,19,26
E09000002,Barking and Dagenham,E01000058,22,20,16,16,20,15,22,19,10,11,18,19,20,23,16,30,28,46,47,34,40,44,32,36,33,26
E09000002,Barking and Dagenham,E01000059,14,29,18,14,25,24,21,19,25,24,14,9,17,28,21,21,29,20,29,27,30,26,20,19,31,29
E09000002,Barking and Dagenham,E01000060,29,27,15,23,15,26,19,30,28,22,25,22,24,29,38,26,40,33,45,26,41,34,28,28,39,30
E09000002,Barking and Dagenham,E01000061,50,42,52,33,40,36,37,56,40,41,50,43,38,37,43,46,38,40,30,40,39,45,18,34,38,46
E09000002,Barking and Dagenham,E01000062,22,21,22,22,22,21,17,36,21,17,17,26,20,26,29,28,35,29,32,31,42,33,33,24,25,35
E09000002,Barking and Dagenham,E01000063,19,20,16,24,27,23,15,20,17,20,15,15,21,22,28,19,36,33,22,26,25,25,25,22,31,31
E09000002,Barking and Dagenham,E01000064,17,19,29,21,27,23,35,16,23,20,26,24,25,29,26,29,30,33,21,41,52,52,40,39,52,32
E09000002,Barking and Dagenham,E01000065,20,12,25,16,17,23,23,16,10,20,7,17,15,21,27,31,30,42,37,24,31,32,34,29,35,22
E09000002,Barking and Dagenham,E01000066,9,14,12,17,15,16,17,19,6,17,18,17,15,23,23,28,22,37,28,29,25,30,31,34,40,31
E09000002,Barking and Dagenham,E01000067,14,6,10,8,13,10,12,6,18,15,20,23,22,17,22,15,27,23,28,36,37,33,23,31,39,38
E09000002,Barking and Dagenham,E01000068,24,19,16,17,12,29,12,24,14,22,14,17,16,21,18,23,19,31,34,31,21,32,31,29,35,23
E09000002,Barking and Dagenham,E01000069,11,19,14,7,19,12,13,10,10,9,13,12,7,18,11,17,16,19,17,26,23,27,19,23,35,29
E09000002,Barking and Dagenham,E01000070,19,14,11,17,11,14,14,14,14,19,12,18,18,20,13,25,25,28,30,23,31,36,33,31,33,39
E09000002,Barking and Dagenham,E01000071,15,13,9,12,10,13,20,16,18,20,19,27,29,32,27,46,32,42,54,50,44,57,50,38,43,36
E09000002,Barking and Dagenham,E01000072,24,17,25,22,15,13,19,17,18,17,17,21,17,25,27,39,40,35,36,38,41,40,40,35,31,42
E09000002,Barking and Dagenham,E01000073,14,21,21,20,22,20,25,21,23,14,18,23,31,21,30,29,34,28,23,32,39,40,29,31,28,29
E09000002,Barking and Dagenham,E01000074,14,23,18,20,20,21,15,18,15,27,19,22,17,24,31,34,40,30,26,34,27,26,31,29,27,26
E09000002,Barking and Dagenham,E01000075,15,19,16,11,18,13,20,12,14,20,21,11,13,21,19,27,26,29,31,26,28,27,26,29,27,33
E09000002,Barking and Dagenham,E01000076,18,23,19,19,26,23,13,23,24,16,24,28,23,23,36,30,35,36,34,29,36,41,26,34,35,27
E09000002,Barking and Dagenham,E01000077,13,24,21,25,26,29,19,14,17,21,24,11,22,30,21,26,30,28,30,39,43,41,32,30,34,44
E09000002,Barking and Dagenham,E01000078,25,20,30,18,18,17,27,19,10,17,20,23,26,19,33,25,31,33,40,42,26,41,39,27,36,39
E09000002,Barking and Dagenham,E01000079,19,23,25,12,19,21,15,22,18,6,17,18,22,25,25,20,28,43,24,27,24,28,37,21,35,30
E09000002,Barking and Dagenham,E01000080,18,23,11,13,26,19,15,9,21,15,23,13,22,27,21,24,24,21,20,20,28,30,29,24,20,29
E09000002,Barking and Dagenham,E01000081,23,20,22,20,12,22,20,29,23,17,17,16,26,26,26,36,31,24,33,29,34,22,18,34,36,24
E09000002,Barking and Dagenham,E01000082,17,13,21,20,20,18,24,25,12,11,21,17,17,24,36,30,33,40,29,28,39,24,39,29,28,29
E09000002,Barking and Dagenham,E01000083,14,20,23,24,17,23,23,20,17,14,30,12,24,23,30,36,28,40,34,39,22,32,23,25,29,30
E09000002,Barking and Dagenham,E01000084,13,22,16,19,19,23,13,22,17,14,17,17,12,25,23,23,27,27,34,22,30,39,38,19,19,24
E09000002,Barking and Dagenham,E01000085,22,23,21,20,13,15,24,15,15,22,15,14,25,22,24,24,28,22,28,24,28,18,31,31,26,24
E09000002,Barking and Dagenham,E01000086,20,14,15,12,16,15,16,17,11,19,16,21,24,21,20,28,25,24,30,29,23,30,26,19,30,26
E09000002,Barking and Dagenham,E01000087,17,10,15,22,14,20,15,17,14,16,18,21,21,24,27,23,28,32,24,24,24,32,28,20,27,27
E09000002,Barking and Dagenham,E01000088,23,37,25,33,17,24,27,22,19,18,26,21,34,27,27,30,35,32,43,39,32,35,41,32,43,34
E09000002,Barking and Dagenham,E01000089,42,42,50,34,28,24,30,26,24,23,21,22,26,33,24,32,29,34,31,34,28,33,29,34,25,25
E09000002,Barking and Dagenham,E01000090,35,25,33,31,21,20,14,23,12,16,19,27,23,22,22,37,23,29,34,34,29,28,34,28,24,28
E09000002,Barking and Dagenham,E01000091,30,30,23,33,24,26,33,23,24,29,14,40,30,25,30,42,44,37,48,47,45,39,39,51,50,42
E09000002,Barking and Dagenham,E01000092,18,8,21,19,23,28,26,18,19,16,29,36,58,41,48,56,60,61,55,56,51,78,86,106,115,130
E09000002,Barking and Dagenham,E01000093,31,32,33,24,26,28,32,38,27,39,39,33,31,38,45,35,37,41,37,34,44,39,35,36,33,35
E09000002,Barking and Dagenham,E01000094,39,46,38,31,27,36,28,37,45,37,45,65,51,67,63,59,48,41,42,31,37,26,58,58,52,51
E09000002,Barking and Dagenham,E01000095,20,21,14,12,10,25,17,17,38,35,21,33,28,30,34,38,36,42,38,36,38,27,41,43,31,40
E09000002,Barking and Dagenham,E01000096,70,74,51,58,39,50,53,30,42,37,36,40,39,32,59,56,64,38,42,52,44,27,25,25,36,35
E09000002,Barking and Dagenham,E01000097,24,19,23,24,10,24,20,20,19,18,24,30,19,22,26,16,26,37,31,28,26,27,23,29,25,27
E09000002,Barking and Dagenham,E01000098,24,19,19,22,18,26,18,23,16,14,18,22,11,28,27,37,26,34,28,32,36,44,41,55,46,43
E09000002,Barking and Dagenham,E01000099,23,24,19,19,10,17,12,21,19,25,20,15,23,26,26,24,25,32,42,31,52,43,37,52,67,52
E09000002,Barking and Dagenham,E01000100,19,20,20,19,21,16,15,26,17,16,16,16,12,32,25,33,32,35,21,29,26,24,24,25,28,22
E09000002,Barking and Dagenham,E01000101,14,19,13,23,28,22,19,18,13,14,22,20,21,26,21,26,24,28,24,28,31,36,39,29,28,26
E09000002,Barking and Dagenham,E01000102,15,19,25,22,22,30,27,18,10,11,17,29,20,23,29,33,31,32,27,34,29,35,28,19,34,34
E09000002,Barking and Dagenham,E01000103,20,17,8,20,17,20,19,23,24,26,21,24,24,40,29,36,38,32,40,35,28,36,22,13,31,23
E09000002,Barking and Dagenham,E01000104,43,37,32,33,45,35,48,38,34,40,28,40,29,38,42,34,22,42,31,33,46,39,31,26,28,40
E09000002,Barking and Dagenham,E01000105,33,33,36,28,35,38,37,26,28,29,26,25,34,25,36,45,39,52,46,52,53,53,45,45,49,57
E09000002,Barking and Dagenham,E01000106,37,26,38,44,37,39,39,30,29,26,38,33,36,43,50,42,55,45,63,54,63,47,46,40,52,51
E09000002,Barking and Dagenham,E01000107,20,17,20,20,14,28,23,18,13,17,9,15,16,13,18,19,22,27,22,29,19,22,26,25,21,24
E09000002,Barking and Dagenham,E01000108,23,25,16,21,19,30,22,23,17,18,16,19,19,15,20,21,39,23,26,22,35,33,37,38,44,47
E09000002,Barking and Dagenham,E01000109,18,23,16,20,18,29,21,22,25,25,17,23,15,18,21,26,26,20,18,22,24,37,18,31,36,60
E09000002,Barking and Dagenham,E01000110,17,16,19,14,14,21,12,21,12,20,17,12,14,20,9,17,15,17,14,13,25,15,24,22,27,24
E09000002,Barking and Dagenham,E01000111,17,12,20,24,23,25,33,24,28,27,29,20,27,28,27,26,31,25,39,40,43,45,31,38,38,32
E09000002,Barking and Dagenham,E01000112,51,30,28,17,27,23,22,18,24,20,19,21,25,23,24,27,31,29,29,29,32,39,42,37,30,37
E09000002,Barking and Dagenham,E01000113,33,37,28,32,18,25,17,21,17,19,20,32,27,38,27,28,30,31,31,37,40,31,46,36,43,33
E09000002,Barking and Dagenham,E01000114,25,34,25,32,32,31,26,27,23,19,22,28,34,28,29,31,34,28,34,44,37,45,25,35,41,40
E09000002,Barking and Dagenham,E01032580,12,23,13,22,31,20,19,22,22,21,31,17,20,16,27,25,25,30,23,30,30,37,24,31,27,22
E09000002,Barking and Dagenham,E01033587,17,28,19,20,27,20,18,18,17,18,21,15,26,34,33,42,51,44,56,59,51,57,47,56,70,90
E09000002,Barking and Dagenham,E01033588,53,54,53,36,35,33,30,20,25,20,30,27,37,33,35,45,32,46,52,40,52,62,66,60,50,45
E09000003,Barnet,E01000115,13,10,11,10,9,7,13,6,9,15,11,8,11,15,13,10,20,11,9,8,15,5,8,6,11,6
E09000003,Barnet,E01000116,29,24,27,17,10,35,21,21,26,24,11,19,17,13,19,23,24,19,18,15,29,27,23,19,13,15
E09000003,Barnet,E01000117,24,17,24,13,21,17,16,20,17,12,15,15,16,20,16,12,19,12,18,23,19,12,19,22,22,15
E09000003,Barnet,E01000118,18,21,19,12,18,18,24,16,19,11,22,24,15,16,14,22,27,22,29,32,21,28,23,19,19,24
E09000003,Barnet,E01000119,14,14,18,14,16,12,11,12,15,15,13,12,16,15,11,22,25,17,15,17,11,10,13,14,11,13
E09000003,Barnet,E01000120,10,13,17,13,13,12,11,15,20,17,18,7,15,12,10,11,19,16,13,13,9,7,14,10,7,7
E09000003,Barnet,E01000121,7,13,12,9,11,10,9,26,17,21,19,20,20,20,17,13,18,23,22,20,22,20,16,13,13,19
E09000003,Barnet,E01000122,18,13,12,23,15,17,14,15,21,17,21,17,18,12,20,18,19,13,18,17,11,16,13,16,14,11
E09000003,Barnet,E01000123,30,25,20,22,29,29,17,28,22,23,19,18,23,18,22,19,28,22,21,30,35,26,28,20,22,32
E09000003,Barnet,E01000124,16,20,18,24,22,20,23,19,19,28,27,26,19,20,43,25,23,21,19,31,29,26,25,22,32,32
E09000003,Barnet,E01000125,19,19,31,24,36,22,22,29,17,18,25,25,24,22,46,38,48,52,55,56,71,63,57,58,57,40
E09000003,Barnet,E01000126,15,17,29,16,29,21,20,27,19,24,27,17,20,17,46,42,53,54,45,38,57,42,42,32,33,50
E09000003,Barnet,E01000127,16,21,32,23,21,22,26,27,23,21,23,20,22,25,24,27,23,29,22,32,29,29,15,15,26,17
E09000003,Barnet,E01000128,35,14,21,28,20,30,29,24,29,18,21,21,24,22,33,29,28,24,24,29,35,30,36,30,30,24
E09000003,Barnet,E01000129,18,16,22,22,17,24,23,25,32,19,22,26,21,35,34,30,21,23,44,34,28,34,37,28,28,26
E09000003,Barnet,E01000130,25,21,38,26,21,24,32,32,25,27,18,25,16,26,25,19,28,29,24,27,25,26,30,30,30,26
E09000003,Barnet,E01000131,19,21,28,35,30,25,31,28,26,20,19,32,30,34,32,38,41,33,37,39,39,37,33,36,33,31
E09000003,Barnet,E01000132,15,22,17,13,23,25,19,18,24,21,24,24,16,20,26,32,36,29,26,20,24,19,30,35,11,27
E09000003,Barnet,E01000133,24,29,24,20,17,18,14,21,14,17,17,15,21,29,17,22,19,23,27,24,28,26,24,24,26,29
E09000003,Barnet,E01000134,21,26,23,33,14,22,21,23,22,22,18,34,34,21,24,29,23,25,31,33,33,34,26,29,27,23
E09000003,Barnet,E01000135,23,13,19,23,23,17,10,15,13,10,8,13,21,12,11,20,14,16,16,22,22,16,24,19,20,23
E09000003,Barnet,E01000136,16,22,13,9,15,15,13,14,16,17,10,12,10,22,13,11,19,18,16,14,16,20,21,14,11,11
E09000003,Barnet,E01000137,18,21,21,28,19,30,17,27,19,21,30,19,24,17,21,29,23,30,24,35,29,21,23,21,25,17
E09000003,Barnet,E01000138,16,17,15,16,8,21,10,17,22,7,5,10,17,19,17,18,15,16,23,16,26,21,29,22,37,25
E09000003,Barnet,E01000139,17,18,26,16,10,16,14,16,14,15,7,15,18,17,20,17,11,16,21,18,17,15,16,22,13,13
E09000003,Barnet,E01000140,20,20,19,16,11,12,14,17,16,11,12,17,14,17,13,20,21,23,17,29,23,24,23,18,29,23
E09000003,Barnet,E01000141,27,18,28,18,19,20,13,20,15,16,22,25,32,37,23,30,29,32,38,51,35,38,31,29,31,26
E09000003,Barnet,E01000142,17,15,18,24,16,16,12,20,21,18,23,30,31,36,47,35,43,51,47,44,40,38,39,48,31,33
E09000003,Barnet,E01000143,12,25,22,17,23,14,12,23,18,27,17,22,20,24,20,21,18,20,19,24,22,19,21,15,23,18
E09000003,Barnet,E01000144,12,21,18,17,18,18,16,25,17,13,15,26,17,21,16,14,23,15,26,29,22,33,23,19,25,24
E09000003,Barnet,E01000145,13,28,26,16,19,12,13,21,16,27,20,17,25,26,24,25,20,31,28,28,40,35,25,24,30,30
E09000003,Barnet,E01000146,20,20,18,16,21,18,21,18,17,10,9,17,15,14,29,16,10,24,22,27,24,27,25,20,18,33
E09000003,Barnet,E01000147,19,15,18,23,15,22,13,15,12,17,16,17,21,15,22,14,18,16,24,25,28,18,31,28,32,28
E09000003,Barnet,E01000148,26,28,26,27,22,31,32,19,20,21,26,25,20,27,27,30,32,33,41,23,32,35,35,57,55,61
E09000003,Barnet,E01000150,26,19,16,10,17,18,23,20,18,16,20,19,27,21,27,26,37,40,32,42,34,39,33,32,26,35
E09000003,Barnet,E01000151,38,38,37,34,46,37,44,45,40,37,45,36,49,43,44,45,48,43,36,43,40,49,45,32,38,26
E09000003,Barnet,E01000152,24,39,29,33,42,42,27,45,39,38,51,50,28,41,37,44,38,39,40,21,36,41,29,23,38,22
E09000003,Barnet,E01000153,35,28,31,28,27,30,17,22,20,19,19,24,20,35,37,30,20,30,21,34,21,35,38,28,41,32
E09000003,Barnet,E01000154,28,19,15,21,17,31,18,27,26,15,16,14,16,28,29,35,25,26,27,32,30,20,12,26,27,33
E09000003,Barnet,E01000155,25,26,29,29,35,39,26,25,27,21,26,33,30,28,41,30,42,43,53,62,47,68,65,75,101,90
E09000003,Barnet,E01000156,26,32,17,30,21,19,25,25,38,20,31,31,37,16,26,25,34,17,31,37,25,33,34,23,35,27
E09000003,Barnet,E01000157,16,22,30,23,28,22,27,18,20,23,18,16,28,33,21,32,33,30,25,36,21,12,31,18,31,23
E09000003,Barnet,E01000158,20,30,16,28,17,22,23,27,21,18,24,20,13,24,20,28,26,17,24,23,21,22,23,21,21,14
E09000003,Barnet,E01000159,17,11,15,14,20,13,15,15,17,14,16,18,14,26,10,25,12,25,18,17,20,20,17,19,16,16
E09000003,Barnet,E01000160,18,17,19,20,21,16,21,26,29,22,23,27,36,30,19,36,29,26,39,30,37,31,41,26,37,23
E09000003,Barnet,E01000161,21,13,10,17,15,28,17,11,20,15,22,19,25,28,26,26,37,27,21,38,31,18,22,24,32,28
E09000003,Barnet,E01000162,16,18,18,18,19,9,17,6,18,10,15,21,10,14,12,12,15,18,28,17,16,14,13,15,6,19
E09000003,Barnet,E01000163,32,25,23,29,20,35,22,30,38,23,29,23,23,34,38,29,35,31,37,26,28,36,23,31,31,28
E09000003,Barnet,E01000164,19,18,23,18,13,28,18,14,23,22,23,25,20,15,21,25,31,32,23,26,29,29,15,30,25,19
E09000003,Barnet,E01000165,12,14,18,15,10,10,14,16,24,26,38,35,33,22,31,25,34,37,35,17,25,18,23,19,26,15
E09000003,Barnet,E01000166,12,11,6,20,15,19,25,24,27,16,15,20,23,13,20,22,19,22,20,22,19,20,11,21,24,22
E09000003,Barnet,E01000167,30,22,23,14,31,18,21,16,13,8,15,16,10,14,16,17,13,22,22,25,23,16,17,18,17,16
E09000003,Barnet,E01000168,13,7,19,16,9,15,11,13,10,21,14,10,8,14,10,15,11,19,9,17,17,13,15,17,16,13
E09000003,Barnet,E01000169,17,25,18,14,17,20,26,15,24,17,14,12,21,20,27,22,22,22,19,23,25,28,23,21,21,22
E09000003,Barnet,E01000170,30,12,23,21,10,16,20,27,15,18,19,30,17,28,22,26,18,15,19,18,20,18,33,18,14,27
E09000003,Barnet,E01000171,31,27,29,30,23,16,21,24,25,22,32,21,32,37,38,36,41,35,38,40,35,41,40,46,50,40
E09000003,Barnet,E01000172,22,12,24,21,16,14,24,25,23,27,24,27,19,25,33,27,26,22,28,20,22,22,26,28,28,36
E09000003,Barnet,E01000173,18,27,24,27,19,23,18,20,19,24,16,15,15,17,18,15,23,22,17,19,18,14,20,13,19,13
E09000003,Barnet,E01000174,17,25,22,17,24,19,27,21,30,19,25,27,22,28,20,27,35,42,34,28,32,27,30,34,25,26
E09000003,Barnet,E01000175,27,21,20,19,22,12,20,20,18,16,15,13,12,14,17,27,22,31,13,20,20,24,26,13,21,11
E09000003,Barnet,E01000176,18,13,23,20,24,19,22,23,22,19,23,21,21,23,17,26,20,17,20,21,17,12,20,24,21,20
E09000003,Barnet,E01000177,25,22,16,22,30,23,20,24,15,14,18,16,23,32,28,38,34,31,27,34,30,39,28,18,27,17
E09000003,Barnet,E01000178,26,26,28,13,20,9,23,14,24,21,26,15,23,19,31,23,21,29,24,25,29,24,15,23,14,14
E09000003,Barnet,E01000179,16,14,13,16,14,16,22,23,15,21,16,19,27,34,27,44,36,44,25,41,37,27,46,33,35,31
E09000003,Barnet,E01000180,11,16,11,14,18,11,13,15,23,13,13,15,12,21,24,21,18,21,21,25,23,31,19,25,23,17
E09000003,Barnet,E01000181,25,18,21,27,19,17,21,18,23,18,16,21,23,20,24,22,22,20,29,36,24,24,22,26,18,13
E09000003,Barnet,E01000182,26,16,23,20,16,23,20,25,20,17,27,31,28,19,30,23,25,15,11,25,15,24,13,15,21,16
E09000003,Barnet,E01000183,20,21,15,14,20,16,20,16,15,14,22,16,24,27,19,23,21,18,21,17,27,31,14,21,14,26
E09000003,Barnet,E01000184,14,18,18,27,15,23,12,24,20,15,21,20,24,15,25,25,31,22,20,30,21,19,21,25,26,22
E09000003,Barnet,E01000185,23,19,20,18,14,19,27,28,15,14,22,20,19,15,26,23,15,14,15,18,28,22,20,24,19,23
E09000003,Barnet,E01000186,11,12,12,15,13,18,14,10,9,23,12,24,22,22,20,16,22,21,17,20,22,14,21,20,19,17
E09000003,Barnet,E01000187,15,12,14,31,23,18,29,19,14,21,25,20,18,26,22,20,25,26,23,21,30,27,29,22,34,32
E09000003,Barnet,E01000188,10,11,12,12,10,10,12,13,14,11,15,10,11,14,14,15,16,13,14,11,17,12,17,15,9,12
E09000003,Barnet,E01000189,30,27,22,35,35,28,34,34,30,31,34,25,27,41,36,43,41,35,33,39,54,34,31,29,25,49
E09000003,Barnet,E01000190,13,12,16,11,12,25,15,23,20,16,13,17,16,11,18,16,21,12,21,14,23,23,13,24,20,19
E09000003,Barnet,E01000191,9,16,13,13,10,11,9,13,18,14,17,10,13,16,17,18,15,21,19,15,18,21,23,18,24,22
E09000003,Barnet,E01000192,13,14,16,13,21,18,14,12,19,19,14,16,22,24,31,23,29,34,41,40,31,36,42,41,43,45
E09000003,Barnet,E01000193,12,14,26,11,15,14,23,15,14,12,15,20,15,13,19,25,20,16,21,20,28,21,33,22,22,37
E09000003,Barnet,E01000194,11,15,15,27,21,23,16,17,19,22,19,14,30,25,29,30,27,40,23,33,31,27,31,32,32,32
E09000003,Barnet,E01000195,25,19,18,23,25,23,24,21,22,19,24,30,26,24,24,23,32,28,31,35,31,43,34,40,40,32
E09000003,Barnet,E01000196,22,14,15,12,15,21,8,22,12,18,20,14,15,24,29,16,26,33,26,36,38,37,35,27,30,26
E09000003,Barnet,E01000197,26,15,14,18,22,14,18,16,16,19,18,26,18,17,31,29,25,28,18,27,26,20,31,25,21,27
